crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208150576_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208198740_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208220041_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208242396_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208269013_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208313810_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208359709_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208392793_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208425127_n_0_1_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208469502_n_0_1_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208526416_n_0_1_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208150576_n_1_0_3609.wav, 1, 0, waiting, leaving, didPass, 0
crane_1497208128217_n_1_0_3609.wav, 1, 0, waiting, 2773, 2794, 2794, 2837, 2837, 2879, 2879, 4180, 4180, 4223, 4223, 4266, 4266, 4308, 4308, 4351, 4351, 4394, 4394, 4436, 4436, 4479, 4479, 4522, 4522, 4564, 4564, 4607, 4607, 4650, 4650, 4692, 4692, 4735, 4735, 4778, 4778, 4820, 4820, 4863, 4863, 4906, 4906, 4948, 4948, 4991, 4991, 5034, 5034, 5076, 5076, 5119, 5119, 5162, 5162, 5204, 5204, 5247, 5247, 5290, 5290, 5332, 5332, 5375, 5375, 5418, 5418, 5460, 5460, 5503, 5503, 5546, 5546, 5588, 5588, 5631, 5631, 5674, leaving, 0, 21, 0, 63, 0, 106, 0, 149, 0, 191, 0, 234, 0, 277, 0, 319, 0, 362, 0, 405, 0, 447, 0, 490, 0, 533, 0, 575, 0, 618, 0, 661, 0, 703, 0, 746, 0, 789, 0, 831, 0, 874, 0, 917, 0, 959, 0, 1002, 0, 1045, 0, 1087, 0, 1130, 0, 1173, 0, 1215, 0, 1258, 0, 1301, 0, 1343, 0, 1386, 0, 1429, 0, 1471, 0, 1514, 0, 1557, 0, 1599, 0, 1642, 0, 1685, 0, 1727, 0, 1770, 0, 1813, 0, 1855, 0, 1898, 0, 1941, 0, 1983, 0, 2026, 0, 2069, 0, 2111, 0, 2154, 0, 2197, 0, 2239, 0, 2282, 0, 2325, 0, 2367, 0, 2410, 0, 2453, 0, 2495, 0, 2538, 0, 2581, 0, 2623, 0, 2666, 0, 2709, 0, 2751, 2879, 2901, 2879, 2943, 2879, 2986, 2879, 3029, 2879, 3071, 2879, 3114, 2879, 3156, 2879, 3199, 2879, 3242, 2879, 3284, 2879, 3327, 2879, 3370, 2879, 3412, 2879, 3455, 2879, 3498, 2879, 3540, 2879, 3583, 2879, 3626, 2879, 3668, 2879, 3711, 2879, 3754, 2879, 3796, 2879, 3839, 2879, 3882, 2879, 3924, 2879, 3967, 2879, 4010, 2879, 4052, 2879, 4095, 2879, 4138, 5674, 5716, 5674, 5759, 5674, 5802, 5674, 5844, 5674, 5887, 5674, 5930, 5674, 5972, 5674, 6015, didPass, 0, detectionWhole,3242
