crane_1497208675178_n_0_1_3609.wav, ,11,350, waiting,4052,4415, leaving,4415,4436,4564,4692, didPass,0, detectionWhole,639,,,,,,,,,,,,,,
crane_1497208675178_n_0_1_3609.wav, ,13,350, waiting, leaving,4138,4394, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208675178_n_0_1_3609.wav, ,15,350, waiting, leaving,4095,4351, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,5,50, waiting,1877,1941, leaving,1941,4436, didPass,0, detectionWhole,2559,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,7,50, waiting,1962,2026,2218,2282,2730,2794,3754,3818,4138,4202, leaving,2026,2090,2282,2474,2794,3626,3818,3882,4202,4522, didPass,0, detectionWhole,2559
crane_1497208715084_n_0_1_3609.wav, ,9,50, waiting,1919,1983,2175,2239,2687,2751,4095,4159, leaving,1983,2047,2239,2303,2751,3327,4159,4223, didPass,0, detectionWhole,2303,,,,
crane_1497208715084_n_0_1_3609.wav, ,11,50, waiting,1877,1941,2261,2325,2773,2837,3156,3220, leaving,1941,2005,2325,2389,2837,2901,3220,3284, didPass,0, detectionWhole,1407,,,,
crane_1497208715084_n_0_1_3609.wav, ,13,50, waiting,1962,2026,2730,2794, leaving,2026,2090,2794,2858, didPass,1, detectionBtwn,0, detectionWhole,895,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,15,50, waiting,2815,2879, leaving,2879,2943, didPass,0, detectionWhole,127,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,5,150, waiting,1877,2047, leaving,2047,4436, didPass,0, detectionWhole,2559,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,7,150, waiting,2218,2389,2730,2901,4138,4308, leaving,1962,2090,2389,2474,2901,3626,3754,3882,4308,4522, didPass,0, detectionWhole,2303,,,,
crane_1497208715084_n_0_1_3609.wav, ,9,150, waiting,2687,2858, leaving,1919,2047,2175,2303,2858,3327,4095,4223, didPass,0, detectionWhole,1535,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,11,150, waiting, leaving,1877,2005,2261,2389,2773,2901,3156,3284, didPass,0,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,13,150, waiting, leaving,1962,2090,2730,2858, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,15,150, waiting, leaving,2815,2943, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,5,250, waiting,1877,2133, leaving,2133,4436, didPass,0, detectionWhole,2559,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,7,250, waiting,2218,2474,2751,3023, leaving,1962,2085,2474,2490,3023,3647,3770,4020,4148,4415, didPass,1, detectionBtwn,0, detectionWhole,2197,,,,
crane_1497208715084_n_0_1_3609.wav, ,9,250, waiting,2725,2986, leaving,1957,2090,2218,2346,2986,3519,4148,4276, didPass,0, detectionWhole,1551,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,11,250, waiting,2725,2975, leaving,1951,2090,2218,2337,2975,3242, didPass,0, detectionWhole,517,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,13,250, waiting, leaving,1919,2042,2815,2943, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,15,250, waiting, leaving,2815,2943, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,5,350, waiting,1893,2261,3423,3775, leaving,2261,3300,3775,4468, didPass,1, detectionBtwn,0, detectionWhole,2575,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,7,350, waiting,1871,2239,2773,3135,3791,4148, leaving,2239,2378,3135,3663,4148,4436, didPass,0, detectionWhole,2565,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,9,350, waiting,2725,3087, leaving,1962,2079,2207,2346,3087,3498,4132,4255, didPass,0, detectionWhole,1530,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,11,350, waiting,2831,3199, leaving,1941,2058,2197,2325,3199,3220, didPass,0, detectionWhole,389,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,13,350, waiting, leaving,1888,2026,2783,2922, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208715084_n_0_1_3609.wav, ,15,350, waiting, leaving,2751,2869, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,5,50, waiting,2687,2746,4218,4287, leaving,2746,3828,4287,4596, didPass,1, detectionBtwn,0, detectionWhole,1909,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,7,50, waiting,2645,2703,3786,3860, leaving,2703,3658,3860,3914, didPass,1, detectionBtwn,0, detectionWhole,1269,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,9,50, waiting,2741,2794,3135,3194,3786,3839, leaving,2794,3002,3194,3668,3839,3924, didPass,0, detectionWhole,1183,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,11,50, waiting,2858,2917,3103,3172, leaving,2917,2975,3172,3626, didPass,1, detectionBtwn,0, detectionWhole,767,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,13,50, waiting,2826,2879,3082,3146,3476,3540, leaving,2879,2965,3146,3338,3540,3594, didPass,0, detectionWhole,767,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,15,50, waiting,3178,3242, leaving,3242,3551, didPass,0, detectionWhole,373,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,5,150, waiting,2746,2922,3764,3924,4287,4452, leaving,2922,3642,3924,4031,4452,4527, didPass,0, detectionWhole,1781,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,7,150, waiting,2709,2869, leaving,2869,3871, didPass,0, detectionWhole,1162,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,9,150, waiting,2698,2853, leaving,2853,3860, didPass,0, detectionWhole,1162,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,11,150, waiting,2794,2965, leaving,2965,3562, didPass,0, detectionWhole,767,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,13,150, waiting,3130,3306, leaving,2879,3007,3306,3647, didPass,0, detectionWhole,517,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,15,150, waiting,3083,3242, leaving,2831,2954,3242,3343,3471,3599, didPass,0, detectionWhole,515,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,5,250, waiting,2661,2922,4218,4476, leaving,2922,4084,4476,4607, didPass,1, detectionBtwn,0, detectionWhole,1946,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,7,250, waiting,2645,2917, leaving,2917,3663,3796,3924, didPass,0, detectionWhole,1279,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,9,250, waiting,3135,3402, leaving,2741,3007,3402,3642,3775,3898, didPass,0, detectionWhole,762,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,11,250, waiting,3092,3348, leaving,2831,2954,3348,3594, didPass,0, detectionWhole,501,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,13,250, waiting,3167,3423, leaving,2794,3044,3423,3562, didPass,0, detectionWhole,394,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,15,250, waiting, leaving,2874,2997,3135,3380, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,5,350, waiting,2703,3066, leaving,3066,3978,4239,4490, didPass,0, detectionWhole,1786,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,7,350, waiting,2661,3018, leaving,3018,3818, didPass,0, detectionWhole,1157,,,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,9,350, waiting,3124,3492, leaving,2741,2997,3492,3636,3764,3903, didPass,0, detectionWhole,778,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,11,350, waiting,3114,3471, leaving,2847,2975,3471,3615, didPass,0, detectionWhole,501,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,13,350, waiting,3071,3434, leaving,2810,2933,3434,3572, didPass,0, detectionWhole,501,,,,,,,,,,,,,,
crane_1497208752290_n_0_1_3609.wav, ,15,350, waiting,3151,3508, leaving,2886,3023,3508,3535, didPass,0, detectionWhole,383,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,5,50, waiting,3092,3151,4884,4948, leaving,3151,4628,4948,5002, didPass,1, detectionBtwn,0, detectionWhole,1909,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,7,50, waiting,3044,3114,3434,3492,3679,3743,4324,4394, leaving,3114,3172,3492,3562,3743,4068,4394,4452, didPass,0, detectionWhole,1407,,,,
crane_1497208772366_n_0_1_3609.wav, ,9,50, waiting,2997,3071,3647,3706, leaving,3071,3124,3706,4020, didPass,1, detectionBtwn,0, detectionWhole,1023,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,11,50, waiting,3092,3156,3727,3796, leaving,3156,3220,3796,3860, didPass,1, detectionBtwn,0, detectionWhole,767,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,13,50, waiting,3684,3748, leaving,3748,3818, didPass,0, detectionWhole,133,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,15,50, waiting,3770,3828, leaving,3828,3898, didPass,0, detectionWhole,127,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,5,150, waiting,3001,3156,3636,3796, leaving,3156,3519,3796,4671,4916,5050, didPass,1, detectionBtwn,0, detectionWhole,2048,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,7,150, waiting,3466,3626, leaving,3092,3220,3626,4116,4367,4495, didPass,0, detectionWhole,1029,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,9,150, waiting,3700,3855, leaving,3060,3188,3855,4095, didPass,0, detectionWhole,394,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,11,150, waiting,3675,3834, leaving,3039,3178,3834,3935, didPass,0, detectionWhole,259,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,13,150, waiting,3658,3828, leaving,3828,3919, didPass,0, detectionWhole,261,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,15,150, waiting, leaving,3791,3914, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,5,250, waiting,3108,3370,3620,3871, leaving,3370,3492,3871,4650,4895,5034, didPass,1, detectionBtwn,0, detectionWhole,1925,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,7,250, waiting,3471,3727, leaving,3087,3205,3727,4106,4362,4490, didPass,0, detectionWhole,1018,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,9,250, waiting,3684,3935, leaving,3039,3172,3935,4063, didPass,0, detectionWhole,378,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,11,250, waiting, leaving,3007,3124,3647,3892, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,13,250, waiting, leaving,3720,3860, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,15,250, waiting, leaving,3706,3828, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,5,350, waiting,3044,3407,4196,4559, leaving,3407,4074,4559,4575, didPass,1, detectionBtwn,0, detectionWhole,1530,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,7,350, waiting,3647,4004, leaving,3002,3130,3380,3508,4004,4019,4276,4415, didPass,0, detectionWhole,767,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,9,350, waiting,3732,4084, leaving,3087,3210,4084,4106, didPass,0, detectionWhole,373,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,11,350, waiting, leaving,3038,3172,3679,3940, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,13,350, waiting, leaving,3642,3888, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208772366_n_0_1_3609.wav, ,15,350, waiting, leaving,3741,3871, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,5,50, waiting,2271,2346,3807,3871, leaving,2346,3679,3871,4074, didPass,1, detectionBtwn,0, detectionWhole,1802,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,7,50, waiting,2367,2426, leaving,2426,3263, didPass,0, detectionWhole,895,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,9,50, waiting,2986,3050, leaving,3050,3242, didPass,0, detectionWhole,255,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,11,50, waiting,2954,3029,3210,3263, leaving,3029,3087,3263,3348, didPass,1, detectionBtwn,0, detectionWhole,394,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,13,50, waiting,3191,3258, leaving,3258,3317, didPass,0, detectionWhole,126,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,5,150, waiting,2362,2517, leaving,2517,3385,3514,3636,3903,4031, didPass,0, detectionWhole,1669,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,7,150, waiting,2319,2490, leaving,2490,3343, didPass,0, detectionWhole,1023,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,9,150, waiting,2922,3087, leaving,2666,2789,3087,3295, didPass,0, detectionWhole,373,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,11,150, waiting,2975,3135, leaving,3135,3242, didPass,0, detectionWhole,266,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,5,250, waiting,2261,2538, leaving,2538,3658,3919,4052, didPass,0, detectionWhole,1791,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,7,250, waiting,2341,2591, leaving,2591,3380, didPass,0, detectionWhole,1039,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,9,250, waiting, leaving,2975,3242, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,11,250, waiting, leaving,2938,3071,3188,3322, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,5,350, waiting,2357,2719, leaving,2719,3380,3514,3636,3903,4031, didPass,0, detectionWhole,1674,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,7,350, waiting,2303,2655, leaving,2655,3327, didPass,0, detectionWhole,1023,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,9,350, waiting,2890,3252, leaving,2645,2767,3252,3284, didPass,0, detectionWhole,394,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,11,350, waiting, leaving,2975,3242, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497208796967_n_0_1_3609.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,5,50, waiting,1844,1914, leaving,1914,5050, didPass,1, detectionWhole,3205,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,7,50, waiting,1823,1887, leaving,1887,4639, didPass,1, detectionWhole,2815,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,9,50, waiting,1909,1983, leaving,1983,4351, didPass,1, detectionWhole,2442,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,11,50, waiting,1877,1930, leaving,1930,4047, didPass,1, detectionWhole,2170,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,13,50, waiting,1983,2037, leaving,2037,4042, didPass,1, detectionWhole,2058,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,15,50, waiting,1930,1983,2197,2255,2453,2511, leaving,1983,2058,2255,2319,2511,3855, didPass,0, detectionWhole,1925,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,5,150, waiting,1898,2069, leaving,2069,5114, didPass,1, detectionWhole,3215,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,7,150, waiting,1866,2021, leaving,2021,4692, didPass,1, detectionWhole,2826,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,9,150, waiting,1845,1999, leaving,1999,4436, didPass,1, detectionWhole,2591,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,11,150, waiting,1962,2127, leaving,2127,4159, didPass,1, detectionWhole,2197,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,13,150, waiting,1941,2101, leaving,2101,3981, didPass,1, detectionWhole,2040,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,15,150, waiting,1893,2047,2399,2559, leaving,2047,2269,2559,3812, didPass,0, detectionBtwn,0, detectionWhole,1919,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,5,250, waiting,1855,2133, leaving,2133,5050, didPass,1, detectionWhole,3194,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,7,250, waiting,1823,2085, leaving,2085,4650, didPass,1, detectionWhole,2826,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,9,250, waiting,1834,2111, leaving,2111,4394, didPass,1, detectionWhole,2559,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,11,250, waiting,1909,2175, leaving,2175,4095, didPass,1, detectionWhole,2186,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,13,250, waiting,1866,2133, leaving,2133,3940, didPass,1, detectionWhole,2074,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,15,250, waiting,1871,2127, leaving,2127,3786, didPass,1, detectionWhole,1914,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,5,350, waiting,1823,2191, leaving,2191,5034, didPass,1, detectionWhole,3210,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,7,350, waiting,1909,2261, leaving,2261,4724, didPass,1, detectionWhole,2815,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,9,350, waiting,1866,2234, leaving,2234,4436, didPass,1, detectionWhole,2570,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,11,350, waiting,1951,2325, leaving,2325,4127, didPass,1, detectionWhole,2175,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,13,350, waiting,1919,2282, leaving,2282,3956, didPass,1, detectionWhole,2037,,,,,,,,,,,,,,,,
crane_1497215519455_s_1_0_3609.wav, ,15,350, waiting,1887,2250,2410,2767, leaving,2250,2282,2767,3807, didPass,0, detectionBtwn,0, detectionWhole,1919,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,5,50, waiting,698,767, leaving,767,2239, didPass,1, detectionWhole,1541,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,7,50, waiting,778,853, leaving,853,1927, didPass,1, detectionWhole,1148,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,9,50, waiting,746,799,1634,1685, leaving,799,1381,1685,1759, didPass,0, detectionBtwn,0, detectionWhole,1013,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,11,50, waiting,714,783,1098,1173, leaving,783,981,1173,1359, didPass,0, detectionBtwn,0, detectionWhole,645,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,13,50, waiting,810,863, leaving,863,927, didPass,1, detectionWhole,117,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,5,150, waiting,762,933, leaving,933,2165, didPass,1, detectionWhole,1402,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,7,150, waiting,725,890, leaving,890,1866, didPass,1, detectionWhole,1141,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,9,150, waiting,794,959, leaving,959,1439,1567,1701, didPass,1, detectionWhole,906,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,11,150, waiting,789,949,1173,1333, leaving,949,1039,1333,1423, didPass,0, detectionBtwn,0, detectionWhole,634,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,13,150, waiting, leaving,741,863, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,15,150, waiting, leaving,757,885, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,5,250, waiting,746,1002, leaving,1002,2143, didPass,1, detectionWhole,1397,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,7,250, waiting,826,1082, leaving,1082,1845, didPass,1, detectionWhole,1018,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,9,250, waiting,799,1061, leaving,1061,1450,1573,1701, didPass,1, detectionWhole,901,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,11,250, waiting, leaving,762,1018,1151,1396, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,13,250, waiting, leaving,719,853, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,15,250, waiting, leaving,810,927, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,5,350, waiting,756,1109, leaving,1109,2162, didPass,1, detectionWhole,1406,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,7,350, waiting,719,1077, leaving,1077,1871, didPass,1, detectionWhole,1151,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,9,350, waiting,799,1167, leaving,1167,1445,1578,1706, didPass,1, detectionWhole,906,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,11,350, waiting, leaving,789,1045,1167,1423, didPass,0,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,13,350, waiting, leaving,735,874, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215521200_s_1_0_3609.wav, ,15,350, waiting, leaving,831,954, didPass,0,,,,,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,5,50, waiting,1813,1866, leaving,1866,5386, didPass,1, detectionWhole,3572,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,7,50, waiting,1759,1813, leaving,1813,4964, didPass,1, detectionWhole,3204,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,9,50, waiting,1722,1791, leaving,1791,4671, didPass,1, detectionWhole,2949,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,11,50, waiting,1807,1871, leaving,1871,4495, didPass,1, detectionWhole,2687,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,13,50, waiting,1770,1823, leaving,1823,4219, didPass,1, detectionWhole,2448,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,15,50, waiting,1749,1807, leaving,1807,4175, didPass,1, detectionWhole,2426,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,5,150, waiting,1722,1877, leaving,1877,5332, didPass,1, detectionWhole,3610,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,7,150, waiting,1701,1855, leaving,1855,4893, didPass,1, detectionWhole,3191,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,9,150, waiting,1813,1973, leaving,1973,4623, didPass,1, detectionWhole,2810,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,11,150, waiting,1759,1919, leaving,1919,4474, didPass,1, detectionWhole,2714,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,13,150, waiting,1749,1909, leaving,1909,4319, didPass,1, detectionWhole,2570,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,15,150, waiting,1743,1898, leaving,1898,4175, didPass,1, detectionWhole,2431,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,5,250, waiting,1717,1973, leaving,1973,5311, didPass,1, detectionWhole,3593,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,7,250, waiting,1807,2069, leaving,2069,5002, didPass,1, detectionWhole,3194,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,9,250, waiting,1813,2069, leaving,2069,4639, didPass,1, detectionWhole,2826,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,11,250, waiting,1791,2042, leaving,2042,4474, didPass,1, detectionWhole,2682,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,13,250, waiting,1770,2047, leaving,2047,4330, didPass,1, detectionWhole,2559,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,15,250, waiting,1727,1983, leaving,1983,4154, didPass,1, detectionWhole,2426,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,5,350, waiting,1802,2154, leaving,2154,5418, didPass,1, detectionWhole,3615,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,7,350, waiting,1786,2154, leaving,2154,4991, didPass,1, detectionWhole,3204,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,9,350, waiting,1749,2111, leaving,2111,4714, didPass,1, detectionWhole,2965,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,11,350, waiting,1722,2090, leaving,2090,4410, didPass,1, detectionWhole,2687,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,13,350, waiting,1813,2175, leaving,2175,4244, didPass,1, detectionWhole,2431,,,,,,,,,,,,,,,,
crane_1497215541628_s_1_0_3609.wav, ,15,350, waiting,1786,2149,2303,2666, leaving,2149,2170,2666,4212, didPass,0, detectionBtwn,0, detectionWhole,2426,,,,,,,,,,
crane_1497215543274_s_1_0_3609.wav, ,5,50, waiting,826,890, leaving,890,2618, didPass,1, detectionWhole,1791,,,,,,,,,,,,,,,,
crane_1497215543274_s_1_0_3609.wav, ,7,50, waiting,831,890,2229,2282, leaving,890,1855,2282,2357, didPass,0, detectionBtwn,0, detectionWhole,1525,,,,,,,,,,
