gold_1497216045137_s_0_1_2484.wav, ,9,350, waiting,3556,3914,4714,5076, leaving,3914,4575,5076,5092, didPass,1, detectionBtwn,0, detectionWhole,1535,,,,,,,,,,
gold_1497216045137_s_0_1_2484.wav, ,11,350, waiting,3636,4004, leaving,4004,5044, didPass,0, detectionWhole,1407,,,,,,,,,,,,,,,,
gold_1497216045137_s_0_1_2484.wav, ,13,350, waiting,3983,4340,4623,4980, leaving,3602,3860,4340,4500,4980,5135, didPass,1, detectionBtwn,0, detectionWhole,1151,,,,,,,,
gold_1497216045137_s_0_1_2484.wav, ,15,350, waiting,3967,4330,4724,5076, leaving,3578,3834,4330,4351,5076,5108, didPass,1, detectionBtwn,0, detectionWhole,1141,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,5,50, waiting,1845,1898,3007,3060, leaving,1898,1983,3060,3135, didPass,1, detectionBtwn,0, detectionWhole,1290,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,7,50, waiting,1823,1887,2975,3029, leaving,1887,1951,3029,3102, didPass,1, detectionBtwn,0, detectionWhole,1278,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,9,50, waiting,1829,1893, leaving,1893,1951, didPass,0, detectionWhole,122,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,5,150, waiting, leaving,1898,2015,2954,3087, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,7,150, waiting, leaving,1919,2042,2933,3060, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,9,150, waiting, leaving,1850,1969, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,5,250, waiting, leaving,1834,2085,2981,3103, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,7,250, waiting, leaving,1898,2021, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,9,250, waiting, leaving,1866,1994, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,5,350, waiting, leaving,1932,2069,2965,3080, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,7,350, waiting, leaving,1893,2015, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,9,350, waiting, leaving,1850,1983, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216047370_s_0_1_2484.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,5,50, waiting,2026,2085, leaving,2085,4330, didPass,0, detectionWhole,2303,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,7,50, waiting,1983,2037,3274,3327, leaving,2037,3023,3327,4042, didPass,1, detectionBtwn,0, detectionWhole,2058,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,9,50, waiting,2084,2143,3370,3434,3739,3791, leaving,2143,2853,3434,3620,3791,3882, didPass,0, detectionWhole,1798,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,11,50, waiting,2170,2234,3455,3508, leaving,2234,2687,3508,3839, didPass,1, detectionBtwn,0, detectionWhole,1669,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,13,50, waiting,2149,2213,2527,2591,3562,3626, leaving,2213,2410,2591,2655,3626,3818, didPass,0, detectionWhole,1669,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,15,50, waiting,2122,2175, leaving,2175,2389, didPass,0, detectionWhole,266,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,5,150, waiting,2079,2261, leaving,2261,4287, didPass,0, detectionWhole,2207,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,7,150, waiting,2063,2218,3338,3507, leaving,2218,2959,3507,3983, didPass,1, detectionBtwn,0, detectionWhole,1919,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,9,150, waiting,2143,2303,3295,3476, leaving,2303,2794,3476,3946, didPass,1, detectionBtwn,0, detectionWhole,1802,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,11,150, waiting,2111,2282,3386,3556, leaving,2282,2623,3556,3642, didPass,1, detectionBtwn,0, detectionWhole,1530,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,13,150, waiting, leaving,2079,2207,2341,2474,3743,3882, didPass,0,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,15,150, waiting,2131,2282, leaving,2282,2378, didPass,0, detectionWhole,246,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,5,250, waiting,2077,2346, leaving,2346,3999,4138,4266, didPass,0, detectionWhole,2188,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,7,250, waiting,2041,2303,3348,3615, leaving,2303,2959,3615,3978, didPass,1, detectionBtwn,0, detectionWhole,1937,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,9,250, waiting,2149,2399,3306,3562, leaving,2399,2779,3562,3946, didPass,1, detectionBtwn,0, detectionWhole,1797,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,11,250, waiting,2106,2362, leaving,2362,2618,3386,3647, didPass,0, detectionWhole,1541,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,13,250, waiting, leaving,2314,2447,2570,2709,3599,3850, didPass,0,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,15,250, waiting, leaving,2149,2399, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,5,350, waiting,1983,2346, leaving,2346,4287, didPass,0, detectionWhole,2303,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,7,350, waiting,2079,2447,3258,3626, leaving,2447,2998,3626,4026, didPass,1, detectionBtwn,0, detectionWhole,1946,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,9,350, waiting,2085,2453, leaving,2453,2858,3370,3620,3754,3876, didPass,0, detectionWhole,1791,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,11,350, waiting,2090,2442, leaving,2442,2597,3487,3620,3754,3876, didPass,0, detectionWhole,1785,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,13,350, waiting, leaving,2165,2431,2549,2687,3583,3834, didPass,0,,,,,,,,,,,,,,,,
gold_1497216063239_s_0_1_2484.wav, ,15,350, waiting, leaving,2122,2378, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,5,50, waiting,783,842,1930,1983, leaving,842,1429,1983,2453, didPass,1, detectionBtwn,0, detectionWhole,1669,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,7,50, waiting,741,805,1898,1951, leaving,805,1254,1951,2538, didPass,1, detectionBtwn,0, detectionWhole,1797,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,9,50, waiting,826,890,1973,2042, leaving,890,1077,2042,2490, didPass,1, detectionBtwn,0, detectionWhole,1663,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,11,50, waiting,778,853,2063,2122, leaving,853,906,2122,2319, didPass,1, detectionBtwn,0, detectionWhole,1541,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,5,150, waiting,741,895,1887,2047, leaving,895,1503,2047,2527, didPass,1, detectionBtwn,0, detectionWhole,1786,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,7,150, waiting,725,890,1989,2143, leaving,890,1237,2143,2511, didPass,1, detectionBtwn,0, detectionWhole,1786,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,9,150, waiting,810,970,1951,2127, leaving,970,1061,2127,2469, didPass,1, detectionBtwn,0, detectionWhole,1658,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,11,150, waiting,2043,2207, leaving,762,895,2207,2298, didPass,0, detectionWhole,255,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,13,150, waiting, leaving,2122,2261, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,5,250, waiting,789,1045,1951,2207, leaving,1045,1422,2207,2463, didPass,1, detectionBtwn,0, detectionWhole,1674,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,7,250, waiting,757,1023,1914,2170, leaving,1023,1274,2170,2431, didPass,1, detectionBtwn,0, detectionWhole,1674,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,9,250, waiting,1994,2255, leaving,725,842,970,1103,2255,2506, didPass,0, detectionWhole,511,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,11,250, waiting, leaving,799,933,2079,2335, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,5,350, waiting,821,1194,1973,2346, leaving,1194,1466,2346,2485, didPass,1, detectionBtwn,0, detectionWhole,1663,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,7,350, waiting,799,1162,1951,2314, leaving,1162,1189,2314,2463, didPass,1, detectionBtwn,0, detectionWhole,1663,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,9,350, waiting,1941,2293, leaving,762,1039,2293,2442, didPass,0, detectionWhole,501,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,11,350, waiting, leaving,767,890,2047,2293, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,13,350, waiting, leaving,2133,2261, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216065130_s_0_1_2484.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,5,50, waiting,1130,1183, leaving,1183,3556, didPass,0, detectionWhole,2426,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,7,50, waiting,1082,1145, leaving,1145,3263, didPass,0, detectionWhole,2181,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,9,50, waiting,1167,1237,2186,2250, leaving,1237,1941,2250,3210, didPass,1, detectionBtwn,0, detectionWhole,2042,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,11,50, waiting,1130,1183,2282,2341, leaving,1183,1898,2341,2783, didPass,1, detectionBtwn,0, detectionWhole,1653,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,13,50, waiting,1200,1274,2357,2410,2613,2666, leaving,1274,1983,2410,2485,2666,2741, didPass,0, detectionWhole,1540,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,15,50, waiting,1279,1343, leaving,1343,1909, didPass,0, detectionWhole,629,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,5,150, waiting,1109,1274, leaving,1274,3535, didPass,0, detectionWhole,2426,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,7,150, waiting,1063,1231, leaving,1231,3359, didPass,0, detectionWhole,2296,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,9,150, waiting,1167,1322,2191,2367, leaving,1322,1941,2367,3210, didPass,1, detectionBtwn,0, detectionWhole,2042,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,11,150, waiting,1119,1301,2277,2431, leaving,1301,1898,2431,2794, didPass,1, detectionBtwn,0, detectionWhole,1674,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,13,150, waiting,1183,1343, leaving,1343,1957,2346,2463,2591,2730, didPass,0, detectionWhole,1546,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,15,150, waiting,1269,1450, leaving,1450,1909, didPass,0, detectionWhole,640,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,5,250, waiting,1098,1360, leaving,1360,3540, didPass,0, detectionWhole,2442,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,7,250, waiting,1061,1322, leaving,1322,3359, didPass,0, detectionWhole,2298,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,9,250, waiting,1167,1429,2186,2447, leaving,1429,1930,2447,3210, didPass,1, detectionBtwn,0, detectionWhole,2042,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,11,250, waiting,1125,1385,2271,2527, leaving,1385,1887,2527,2783, didPass,1, detectionBtwn,0, detectionWhole,1658,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,13,250, waiting,1210,1466, leaving,1466,1983,2357,2490,2623,2751, didPass,0, detectionWhole,1541,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,15,250, waiting,1295,1573, leaving,1573,1930, didPass,0, detectionWhole,634,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,5,350, waiting,1130,1482, leaving,1482,3551, didPass,0, detectionWhole,2421,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,7,350, waiting,1098,1471, leaving,1471,3284, didPass,0, detectionWhole,2186,,,,,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,9,350, waiting,1173,1525,2186,2538, leaving,1525,1941,2538,3220, didPass,1, detectionBtwn,0, detectionWhole,2047,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,11,350, waiting,1119,1471,2282,2645, leaving,1471,1898,2645,2794, didPass,1, detectionBtwn,0, detectionWhole,1674,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,13,350, waiting,1205,1578, leaving,1578,1978,2367,2485,2618,2746, didPass,0, detectionWhole,1541,,,,,,,,,,,,
gold_1497216090204_s_0_1_2484.wav, ,15,350, waiting,1299,1663, leaving,1663,1935, didPass,0, detectionWhole,636,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,5,50, waiting,202,277,970,1023, leaving,277,842,1023,1610, didPass,1, detectionBtwn,0, detectionWhole,1407,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,7,50, waiting,138,213,1066,1124, leaving,213,650,1124,1183, didPass,1, detectionBtwn,0, detectionWhole,1045,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,9,50, waiting,117,170,501,565, leaving,170,250,565,629, didPass,1, detectionBtwn,0, detectionWhole,511,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,11,50, waiting,213,277, leaving,277,330, didPass,0, detectionWhole,117,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,5,150, waiting,101,266,991,1151, leaving,266,869,1151,1631, didPass,1, detectionBtwn,0, detectionWhole,1530,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,7,150, waiting,213,378, leaving,378,586,981,1098, didPass,0, detectionWhole,885,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,9,150, waiting, leaving,186,319,570,703, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,11,150, waiting, leaving,143,277, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,5,250, waiting,165,415,1055,1311, leaving,415,933,1311,1573, didPass,1, detectionBtwn,0, detectionWhole,1407,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,7,250, waiting,138,405, leaving,405,650, didPass,0, detectionWhole,511,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,9,250, waiting, leaving,117,245,511,639, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,11,250, waiting, leaving,207,330, didPass,0,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,5,350, waiting,106,469,1002,1359, leaving,469,863,1359,1642, didPass,1, detectionBtwn,0, detectionWhole,1535,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,7,350, waiting,191,554, leaving,554,725,975,1098, didPass,0, detectionWhole,906,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,9,350, waiting, leaving,170,287,549,677, didPass,0,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
gold_1497216091661_s_0_1_2484.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,5,50, waiting,3988,4052, leaving,4052,4756, didPass,1, detectionWhole,767,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,7,50, waiting,4074,4132, leaving,4132,4580, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,9,50, waiting,4020,4095, leaving,4095,4543, didPass,1, detectionWhole,522,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,11,50, waiting,3988,4042, leaving,4042,4500, didPass,1, detectionWhole,511,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,13,50, waiting,4074,4127, leaving,4127,4447, didPass,1, detectionWhole,373,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,15,50, waiting,4020,4074, leaving,4074,4415, didPass,1, detectionWhole,394,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,5,150, waiting,3978,4159, leaving,4159,4743, didPass,1, detectionWhole,764,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,7,150, waiting,4074,4244, leaving,4244,4580, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,9,150, waiting,4031,4202, leaving,4202,4537, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,11,150, waiting,3988,4154, leaving,4154,4500, didPass,1, detectionWhole,511,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,13,150, waiting,4084,4239, leaving,4239,4479, didPass,1, detectionWhole,394,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,15,150, waiting,4084,4244, leaving,4244,4340, didPass,1, detectionWhole,255,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,5,250, waiting,4047,4308, leaving,4308,4682, didPass,1, detectionWhole,634,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,7,250, waiting,4004,4266, leaving,4266,4639, didPass,1, detectionWhole,634,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,9,250, waiting,4010,4282, leaving,4282,4511, didPass,1, detectionWhole,501,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,11,250, waiting,4084,4346, leaving,4346,4474, didPass,1, detectionWhole,389,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,13,250, waiting,4084,4346, leaving,4346,4468, didPass,1, detectionWhole,383,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,15,250, waiting,4026,4276, leaving,4276,4415, didPass,1, detectionWhole,389,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,5,350, waiting,4004,4362, leaving,4362,4778, didPass,1, detectionWhole,773,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,7,350, waiting,3983,4346, leaving,4346,4628, didPass,1, detectionWhole,645,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,9,350, waiting,4116,4468, leaving,4468,4490, didPass,1, detectionWhole,373,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,11,350, waiting,4084,4436, leaving,4436,4479, didPass,1, detectionWhole,394,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,13,350, waiting,4026,4394, leaving,4394,4410, didPass,1, detectionWhole,383,,,,,,,,,,,,,,,,
hubway_1497213944697_n_1_0_2953.wav, ,15,350, waiting,3983,4340, leaving,4340,4362, didPass,1, detectionWhole,378,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,5,50, waiting,4068,4138, leaving,4138,4586, didPass,1, detectionWhole,517,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,7,50, waiting,4042,4116, leaving,4116,4422, didPass,1, detectionWhole,380,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,9,50, waiting,4043,4116, leaving,4116,4308, didPass,1, detectionWhole,265,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,11,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,13,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,15,50, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,5,150, waiting,4148,4303, leaving,4303,4564, didPass,1, detectionWhole,415,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,7,150, waiting,4159,4330, leaving,4330,4538, didPass,1, detectionWhole,378,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,9,150, waiting,4095,4255, leaving,4255,4372, didPass,1, detectionWhole,277,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,11,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,13,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,15,150, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,5,250, waiting,4052,4319, leaving,4319,4564, didPass,1, detectionWhole,511,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,7,250, waiting, leaving,4132,4266,4383,4516, didPass,0,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,9,250, waiting, leaving,4095,4340, didPass,0,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,11,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,13,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,15,250, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,5,350, waiting,4074,4426, leaving,4426,4575, didPass,1, detectionWhole,501,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,7,350, waiting,4159,4522, leaving,4522,4543, didPass,1, detectionWhole,383,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,9,350, waiting, leaving,4108,4234, didPass,0,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,11,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,13,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213956943_n_1_0_2953.wav, ,15,350, waiting, leaving, didPass,0,,,,,,,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,5,50, waiting,3946,4010, leaving,4010,4586, didPass,1, detectionWhole,639,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,7,50, waiting,4020,4090, leaving,4090,4532, didPass,1, detectionWhole,511,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,9,50, waiting,3988,4042, leaving,4042,4495, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,11,50, waiting,4063,4127, leaving,4127,4452, didPass,1, detectionWhole,389,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,13,50, waiting,4047,4116, leaving,4116,4298, didPass,1, detectionWhole,250,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,15,50, waiting,4004,4074, leaving,4074,4266, didPass,1, detectionWhole,261,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,5,150, waiting,4010,4170, leaving,4170,4644, didPass,1, detectionWhole,634,,,,,,,,,,,,,,,,
hubway_1497213968795_n_1_0_2953.wav, ,7,150, waiting,3967,4138, leaving,4138,4474, didPass,1, detectionWhole,506,,,,,,,,,,,,,,,,
