crane_1497208128217_n_1_0_3609.wav, 3, 100, waiting, 2773, 2879, 4180, 4287, leaving, 2879, 2901, 4287, 5588, didPass, 0, detectionBtwn, 0, detectionWhole,2815
crane_1497208128217_n_1_0_3609.wav, 4, 100, waiting, 4138, 4244, leaving, 4244, 5546, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 5, 100, waiting, 4095, 4202, leaving, 4202, 5375, didPass, 1, detectionWhole,1279
crane_1497208128217_n_1_0_3609.wav, 3, 125, waiting, 4180, 4308, leaving, 2773, 2901, 4308, 5588, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 4, 125, waiting, 4138, 4266, leaving, 4266, 5546, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 5, 125, waiting, 4095, 4223, leaving, 4223, 5375, didPass, 1, detectionWhole,1279
crane_1497208128217_n_1_0_3609.wav, 3, 150, waiting, 4180, 4351, leaving, 2773, 2901, 4351, 5588, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 4, 150, waiting, 4138, 4308, leaving, 4308, 5546, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 5, 150, waiting, 4095, 4266, leaving, 4266, 5375, didPass, 1, detectionWhole,1279
crane_1497208128217_n_1_0_3609.wav, 3, 175, waiting, 4180, 4372, leaving, 2773, 2901, 4372, 5588, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 4, 175, waiting, 4138, 4330, leaving, 4330, 5546, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 5, 175, waiting, 4095, 4287, leaving, 4287, 5375, didPass, 1, detectionWhole,1279
crane_1497208128217_n_1_0_3609.wav, 3, 200, waiting, 4180, 4394, leaving, 2773, 2901, 4394, 5588, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 4, 200, waiting, 4138, 4351, leaving, 4351, 5546, didPass, 1, detectionWhole,1407
crane_1497208128217_n_1_0_3609.wav, 5, 200, waiting, 4095, 4308, leaving, 4308, 5375, didPass, 1, detectionWhole,1279
crane_1497208150576_n_1_0_3609.wav, 3, 100, waiting, 3029, 3135, 3284, 3391, 4436, 4543, 4820, 4927, leaving, 3135, 3156, 3391, 4180, 4543, 4564, 4927, 4948, didPass, 0, detectionWhole,1919
crane_1497208150576_n_1_0_3609.wav, 4, 100, waiting, 3242, 3348, 3882, 3988, leaving, 3348, 3754, 3988, 4010, didPass, 0, detectionBtwn, 0, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 5, 100, waiting, 3199, 3306, 3839, 3946, leaving, 3306, 3583, 3946, 3967, didPass, 0, detectionBtwn, 0, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 3, 125, waiting, 3284, 3412, leaving, 3029, 3156, 3412, 4180, 4436, 4564, 4820, 4948, didPass, 1, detectionWhole,1663
crane_1497208150576_n_1_0_3609.wav, 4, 125, waiting, 3242, 3370, leaving, 3370, 3754, 3882, 4010, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 5, 125, waiting, 3199, 3327, leaving, 3327, 3583, 3839, 3967, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 3, 150, waiting, 3284, 3455, leaving, 3029, 3156, 3455, 4180, 4436, 4564, 4820, 4948, didPass, 1, detectionWhole,1663
crane_1497208150576_n_1_0_3609.wav, 4, 150, waiting, 3242, 3412, leaving, 3412, 3754, 3882, 4010, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 5, 150, waiting, 3199, 3370, leaving, 3370, 3583, 3839, 3967, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 3, 175, waiting, 3284, 3476, leaving, 3029, 3156, 3476, 4180, 4436, 4564, 4820, 4948, didPass, 1, detectionWhole,1663
crane_1497208150576_n_1_0_3609.wav, 4, 175, waiting, 3242, 3434, leaving, 3434, 3754, 3882, 4010, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 5, 175, waiting, 3199, 3391, leaving, 3391, 3583, 3839, 3967, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 3, 200, waiting, 3284, 3498, leaving, 3029, 3156, 3498, 4180, 4436, 4564, 4820, 4948, didPass, 1, detectionWhole,1663
crane_1497208150576_n_1_0_3609.wav, 4, 200, waiting, 3242, 3455, leaving, 3455, 3754, 3882, 4010, didPass, 1, detectionWhole,767
crane_1497208150576_n_1_0_3609.wav, 5, 200, waiting, 3199, 3412, leaving, 3412, 3583, 3839, 3967, didPass, 1, detectionWhole,767
crane_1497208169856_n_1_0_3609.wav, 3, 100, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 4, 100, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 5, 100, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 3, 125, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 4, 125, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 5, 125, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 3, 150, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 4, 150, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 5, 150, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 3, 175, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 4, 175, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 5, 175, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 3, 200, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 4, 200, waiting, leaving, didPass, 0
crane_1497208169856_n_1_0_3609.wav, 5, 200, waiting, leaving, didPass, 0
crane_1497208198740_n_1_0_3609.wav, 3, 100, waiting, 981, 1087, 2517, 2623, leaving, 1087, 1877, 2623, 2645, didPass, 0, detectionBtwn, 0, detectionWhole,1663
crane_1497208198740_n_1_0_3609.wav, 4, 100, waiting, 938, 1045, 3114, 3220, leaving, 1045, 1706, 3220, 3242, didPass, 0, detectionBtwn, 0, detectionWhole,2303
crane_1497208198740_n_1_0_3609.wav, 5, 100, waiting, 1023, 1130, leaving, 1130, 1407, didPass, 1, detectionWhole,383
crane_1497208198740_n_1_0_3609.wav, 3, 125, waiting, 981, 1109, leaving, 1109, 1877, 2517, 2645, didPass, 1, detectionWhole,1663
